username,date,Helpful count,stars,review title,Review text,Badges,Top Contributor
Jason,"Reviewed in the United States on January 23, 2015",,4.0 out of 5 stars,Buy yourself a hat and hold onto it... ...eventually.,"Every book in this series reads as follows:First twenty chapters--*YAWN*...Last Two Chapters *KATY, BAR THE DOOR*Just enough to make it pretty brilliant.Also, as a ""Stupid Yankee,"" if found several names in here a bit cumbersome to sound out in my head. Reminded me a little of reading the Bible.",,
Michele A,"Reviewed in the United States on December 3, 2013",,5.0 out of 5 stars,Mystery/thriller at the top of the genre,"Couldn't put it down, loved the unusual characters and Nordic culture and setting.I did actually find the first half of ""Dragon tattoo"" to be a little slow to get started, but ultimately I appreciated all the set-up work that was done there so this second book dives right in. Very exciting and action packed. Some of the best parts of this book are left out in the movie. This is probably the best book in the trilogy but the third one is great too.",,
Patricia Carter,"Reviewed in the United States on December 20, 2019",,5.0 out of 5 stars,Sequel all good,Great read,,
Gaara's wife,"Reviewed in the United States on December 19, 2012",,5.0 out of 5 stars,worth reading,"As long as you are not easily offended and are able to view a book as a whole instead of based upon a few scenes that may offend a more conservative reader's delicate sensibilities, you will enjoy this series. You also need to be able to scan through some of the initial financial journalism explanations which are, admittedly, boring. The series as a whole is worth reading, especially since it is different from any other series. For those of you who are insatiable readers, you know that most books are strikingly similar to each other; this series is not.",,
Nancy Crays,"Reviewed in the United States on October 30, 2010",,4.0 out of 5 stars,Couldn't Put It Down,"I enjoyed this book as much as the Girl with the Dragon Tattoo.  In fact, I thought the first chapter was more interesting than that of the previous book of this series.  It had been a couple of months since I'd read the first book, so I appreciated the repeating of some information from the first book.The one part I didn't really like was near the end.  I just found one scene to be really unbelievable.  Otherwise I would have given it 5 stars.",,
M. L. Tisdale,"Reviewed in the United States on August 20, 2009",2 people found this helpful,5.0 out of 5 stars,fire it up!!!,"I have both this book and the previous The Girl With the Dragon Tatoo and am looking forward to the next one. But I must say that I truly miss Stieg Larsson. His writing is really, really good. The way he interweaves plots and characters is excellent and the footnotes in this book are helpful in gaining a historical perspective. Hopefully there are others in Sweden who are also rocking the boat of politics because politics like life should never be smooth sailing.",,
Piko,"Reviewed in the United States on April 30, 2013",,4.0 out of 5 stars,Engaging,"I think I prefer the first one over this one.There are chapters that are VERY engaging and some other somehow are there to just ""fill in the gap"" between the others.Overall I liked some ""twists"" and ""external"" references along the book. It is for the most part very much enjoyable. I just finished it this morning and as soon as I finish this review I will order the next one :DI read them in English since my Swedish is unfortunately still very shaky... there are some expressions that I feel are somehow lost in translation and I encourage you that you read in in Swedish if at all possible.",,
Kindle Customer,"Reviewed in the United States on January 2, 2013",,4.0 out of 5 stars,The Girl With The Dragon Tatoo,"An interesting introduction into the remaining vestiges of Swedish angst and guilt.  The Swedes  have been trying to deal with this issue ever since the end of the Thirty Year's War in 1648, and then their complicity with the Nazis in WWII.  This little book addresses all of these issues very well, and the actress who plays the Girl With The Dragon Tattoo does a good job, and has a cute chest as well!.",,
Ray Eyler,"Reviewed in the United States on November 9, 2015",,5.0 out of 5 stars,The Trilogy Continues to Amaze,"The second book in the trilogy does not let up or let you down.  This is my second reading of the trilogy and I find it just as compelling as the first time I read them.  Stieg Larsson sense of Sweden makes you feel that you are right there all the time.  I have never been to Sweden, but now I am dying to go.",,
Nebbeygirl,"Reviewed in the United States on October 1, 2012",,2.0 out of 5 stars,not what I expected......,"I guess I did not realize that this book was listed as ""acceptable"" condition when I purchased it.  But to me, acceptable would be not written in, no torn pages, with slip cover on outside and hardcover in ok shape.  So let me say, the book that I received was written in, no slip cover on the outside, the hardcover stained and the corners bent and torn.  I will definitely be more careful when choosing my books from now on. This one even cost more than the other one in this trilogy I bought that was in better shape. It won't happen again.On the other hand, they did send the book out to me earlier than I thought I was going to get it.",,
